movie_companies,,"movie_companies.company_id,=,53114,movie_companies.company_type_id,=,1",1
"title,movie_info_idx",title.id=movie_info_idx.movie_id,"title.kind_id,=,1,title.production_year,=,2012,movie_info_idx.info_type_id,<,101",14926
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","cast_info.role_id,=,4,movie_keyword.keyword_id,=,2632",3264
"title,cast_info,movie_info","title.id=cast_info.movie_id,title.id=movie_info.movie_id","title.kind_id,<,7,title.production_year,=,2010,movie_info.info_type_id,=,1",630998
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","title.production_year,<,2006,cast_info.person_id,<,3212080,cast_info.role_id,>,1",22800301
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,=,93,movie_companies.company_type_id,>,1",478
cast_info,,"cast_info.person_id,<,3455858",32952517
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,=,144129",3
movie_keyword,,"movie_keyword.keyword_id,=,6251",253
cast_info,,"cast_info.person_id,<,601657",6245222
cast_info,,"cast_info.person_id,<,1074460",10932650
movie_companies,,"movie_companies.company_id,<,146386,movie_companies.company_type_id,=,2",1214984
movie_keyword,,"movie_keyword.keyword_id,>,99971",49107
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,11555",3077810
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","movie_companies.company_id,<,13114",49865664
cast_info,,"cast_info.person_id,<,1522241",15442688
"title,cast_info",title.id=cast_info.movie_id,"title.kind_id,=,7,title.production_year,>,2008,cast_info.role_id,>,8",1455559
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","movie_companies.company_type_id,=,2,cast_info.person_id,<,1381413",12548578
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,<,7,title.production_year,>,1993",2110944
"title,movie_companies",title.id=movie_companies.movie_id,"title.kind_id,=,1,movie_companies.company_id,=,2653,movie_companies.company_type_id,=,1",358
movie_keyword,,"movie_keyword.keyword_id,<,7356",2652827
"title,movie_companies",title.id=movie_companies.movie_id,"title.production_year,=,2001,movie_companies.company_id,<,58794",40320
"title,movie_companies",title.id=movie_companies.movie_id,"title.kind_id,<,7,title.production_year,<,2006,movie_companies.company_id,>,84470,movie_companies.company_type_id,=,2",214437
"title,cast_info,movie_info","title.id=cast_info.movie_id,title.id=movie_info.movie_id","title.kind_id,=,1,cast_info.person_id,=,1914813",832
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,title.production_year,=,2013,movie_info_idx.info_type_id,<,100,movie_keyword.keyword_id,>,7522",2201
"title,movie_info,movie_info_idx","title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,>,3,title.production_year,>,1960,movie_info_idx.info_type_id,=,100",1515501
movie_companies,,"movie_companies.company_id,<,84983",2233807
"title,movie_companies",title.id=movie_companies.movie_id,"title.kind_id,<,7,movie_companies.company_id,=,2610,movie_companies.company_type_id,<,2",365
cast_info,,"cast_info.person_id,>,3616696",2278387
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,=,1,title.production_year,=,1964",15839
cast_info,,"cast_info.person_id,<,128485,cast_info.role_id,<,2",921538
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,4,title.production_year,<,2011,movie_keyword.keyword_id,>,4439",278235
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,=,7418",4
movie_keyword,,"movie_keyword.keyword_id,>,16902",1049573
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","cast_info.person_id,>,2622271,cast_info.role_id,>,8",46200276
movie_companies,,"movie_companies.company_id,=,39573",15
"title,movie_info_idx",title.id=movie_info_idx.movie_id,"title.kind_id,=,7,title.production_year,<,1990,movie_info_idx.info_type_id,=,99",36861
"title,movie_info,movie_info_idx","title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,7,title.production_year,=,2005,movie_info.info_type_id,>,7",418553
cast_info,,"cast_info.person_id,>,3018616,cast_info.role_id,>,4",5191898
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.production_year,>,2005,movie_info_idx.info_type_id,>,101",1465
cast_info,,"cast_info.person_id,>,116797,cast_info.role_id,<,2",11836149
movie_companies,,"movie_companies.company_id,<,90109",2275205
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","title.kind_id,<,7,title.production_year,<,2000,cast_info.person_id,>,284524,cast_info.role_id,>,3",8420322
cast_info,,"cast_info.person_id,=,2487497",2
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,=,7,title.production_year,<,1990,cast_info.person_id,<,509636",513969
"title,cast_info,movie_info","title.id=cast_info.movie_id,title.id=movie_info.movie_id","title.production_year,<,1994,cast_info.role_id,>,2,movie_info.info_type_id,=,7",6610005
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,4990",2314690
movie_keyword,,"movie_keyword.keyword_id,>,2582",2845763
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","cast_info.person_id,<,3977471,cast_info.role_id,=,2,movie_info_idx.info_type_id,=,100",2355544
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","title.kind_id,<,7,title.production_year,=,1962",141560
cast_info,,"cast_info.person_id,<,2319068",22717920
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,=,50166",85
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,=,3009",2384
movie_keyword,,"movie_keyword.keyword_id,>,31656",579237
cast_info,,"cast_info.person_id,=,541027,cast_info.role_id,<,3",1
"title,movie_info",title.id=movie_info.movie_id,"title.kind_id,<,7,title.production_year,>,2007,movie_info.info_type_id,<,16",1879111
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,2867",1764910
movie_companies,,"movie_companies.company_id,>,13015,movie_companies.company_type_id,=,2",868814
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,movie_info.info_type_id,=,16,movie_keyword.keyword_id,<,71480",1380664
movie_keyword,,"movie_keyword.keyword_id,<,14998",3306401
movie_keyword,,"movie_keyword.keyword_id,>,25784",727441
movie_keyword,,"movie_keyword.keyword_id,<,24922",3773801
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,=,804",1080
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,<,7,movie_info.info_type_id,=,18,movie_keyword.keyword_id,=,16264",4260
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,>,1956,movie_info.info_type_id,<,3,movie_keyword.keyword_id,=,37206",263
movie_keyword,,"movie_keyword.keyword_id,=,10345",68
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,>,6558,movie_companies.company_type_id,>,1",1002162
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,>,227491",7787
movie_keyword,,"movie_keyword.keyword_id,=,3353",398
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.production_year,=,2012,movie_companies.company_id,<,93800,movie_companies.company_type_id,<,2,movie_info.info_type_id,<,16",558971
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,title.production_year,<,1995,movie_info_idx.info_type_id,>,100",111597
movie_keyword,,"movie_keyword.keyword_id,=,6493",364
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","movie_info_idx.info_type_id,=,100,movie_keyword.keyword_id,>,45264",289053
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,6960",2598159
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,=,1993,cast_info.person_id,>,1152597",280414
"title,cast_info",title.id=cast_info.movie_id,"cast_info.person_id,>,797927",28082046
movie_keyword,,"movie_keyword.keyword_id,<,16962",3477390
"title,cast_info,movie_info","title.id=cast_info.movie_id,title.id=movie_info.movie_id","title.production_year,=,1897,cast_info.person_id,>,3204792,cast_info.role_id,>,1",1548
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","movie_keyword.keyword_id,>,461",191687401
cast_info,,"cast_info.person_id,<,1605693",16213193
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,=,3,movie_companies.company_type_id,=,2",163752
movie_companies,,"movie_companies.company_id,<,7264,movie_companies.company_type_id,<,2",746619
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,>,1985,cast_info.role_id,>,9",4150540
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","cast_info.person_id,>,2484157",72936634
cast_info,,"cast_info.person_id,=,2998450",770
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","title.production_year,<,1984,movie_companies.company_type_id,<,2",10935246
movie_companies,,"movie_companies.company_id,=,90515",67
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","cast_info.person_id,<,2845062,cast_info.role_id,=,3,movie_info_idx.info_type_id,=,99",1039445
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,cast_info.person_id,>,3061647,cast_info.role_id,>,1,movie_keyword.keyword_id,<,7692",2362147
movie_keyword,,"movie_keyword.keyword_id,<,53445",4220680
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","cast_info.person_id,=,1553602",393
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,>,1,title.production_year,>,1928,movie_keyword.keyword_id,<,5457",851186
"title,movie_info_idx",title.id=movie_info_idx.movie_id,"title.kind_id,>,4,title.production_year,=,1986",4305
movie_keyword,,"movie_keyword.keyword_id,=,2637",384
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.production_year,>,1963,movie_keyword.keyword_id,=,232",2288
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","movie_keyword.keyword_id,>,397",31550219
cast_info,,"cast_info.person_id,<,3238898",31737300
"title,movie_info_idx",title.id=movie_info_idx.movie_id,"title.kind_id,<,7,title.production_year,=,1915,movie_info_idx.info_type_id,<,100",259
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.production_year,<,2011,movie_companies.company_id,>,85035,movie_companies.company_type_id,>,1",5720586
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.production_year,<,1999,movie_info_idx.info_type_id,>,101",16350
movie_keyword,,"movie_keyword.keyword_id,=,14238",181
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.production_year,>,2010,movie_info_idx.info_type_id,<,101,movie_keyword.keyword_id,<,5615",174196
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,=,1993,cast_info.person_id,<,2122850,cast_info.role_id,<,2,movie_keyword.keyword_id,<,804",180539
"title,cast_info",title.id=cast_info.movie_id,"title.kind_id,<,7,title.production_year,<,1989,cast_info.role_id,=,10",199225
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,=,7,title.production_year,>,2004,cast_info.role_id,>,10",87945
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","title.production_year,=,2001,movie_keyword.keyword_id,<,229",48157
movie_companies,,"movie_companies.company_id,<,506",529561
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,=,3891",850
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.production_year,=,2001,movie_companies.company_id,<,6,movie_info.info_type_id,>,7",2838
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.kind_id,>,1,title.production_year,<,1986,movie_companies.company_id,>,2096",1258924
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,<,7,movie_info.info_type_id,<,8,movie_keyword.keyword_id,<,3434",24395883
cast_info,,"cast_info.person_id,>,1608033,cast_info.role_id,=,3",2757434
movie_keyword,,"movie_keyword.keyword_id,=,953",1094
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","movie_keyword.keyword_id,=,1893",11071
cast_info,,"cast_info.person_id,<,2910943,cast_info.role_id,>,3",5458215
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,=,2009,cast_info.person_id,<,667558,cast_info.role_id,=,1",266315
cast_info,,"cast_info.person_id,>,2088213",15510284
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.production_year,>,1994,cast_info.person_id,>,1483844,movie_info_idx.info_type_id,=,101",5332567
"title,cast_info",title.id=cast_info.movie_id,"title.kind_id,=,7,title.production_year,<,2001,cast_info.person_id,>,1405383",4028571
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,=,1976",204989
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,3172",1872237
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.production_year,>,1965",8445775
movie_keyword,,"movie_keyword.keyword_id,<,6116",2501796
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.kind_id,=,4,movie_companies.company_type_id,=,2",650620
cast_info,,"cast_info.person_id,>,1571467",20347946
"title,movie_info_idx",title.id=movie_info_idx.movie_id,"title.kind_id,<,4,title.production_year,<,2009",710591
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,<,1962",26678580
cast_info,,"cast_info.person_id,<,1971480",19668878
"title,movie_companies,cast_info","title.id=movie_companies.movie_id,title.id=cast_info.movie_id","title.kind_id,=,7,title.production_year,<,1964,cast_info.person_id,<,3834689,cast_info.role_id,=,1",558077
"title,movie_info",title.id=movie_info.movie_id,"title.kind_id,<,4,title.production_year,=,1991",88798
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,=,1992,movie_info.info_type_id,=,17,movie_keyword.keyword_id,=,1678",19
"title,cast_info",title.id=cast_info.movie_id,"cast_info.person_id,<,3139415",31010072
"title,movie_info",title.id=movie_info.movie_id,"title.kind_id,>,3,movie_info.info_type_id,>,16",461360
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.production_year,=,1955,movie_companies.company_type_id,=,1",206638
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.kind_id,=,7,title.production_year,>,1933,movie_companies.company_type_id,=,2,movie_info.info_type_id,=,1",181732
cast_info,,"cast_info.person_id,>,1338496,cast_info.role_id,<,8",16577556
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,7,title.production_year,=,1992,movie_companies.company_id,<,11137,movie_companies.company_type_id,>,1",4925
movie_keyword,,"movie_keyword.keyword_id,=,2149",284
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,title.production_year,<,2005,movie_info.info_type_id,<,15",1593036
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,<,57,movie_companies.company_type_id,=,1",157828
movie_keyword,,"movie_keyword.keyword_id,=,6372",37
"title,movie_companies",title.id=movie_companies.movie_id,"title.production_year,<,1999,movie_companies.company_id,>,11149,movie_companies.company_type_id,=,1",240366
movie_companies,,"movie_companies.company_id,<,7436,movie_companies.company_type_id,=,1",749286
cast_info,,"cast_info.person_id,=,1461811,cast_info.role_id,>,2",135
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,4,title.production_year,<,1916,movie_info_idx.info_type_id,>,99",20154
"title,movie_info",title.id=movie_info.movie_id,"title.kind_id,>,1,title.production_year,>,1958,movie_info.info_type_id,=,16",1907350
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,7,cast_info.person_id,=,978580,cast_info.role_id,>,2",15
movie_keyword,,"movie_keyword.keyword_id,>,84002",93719
cast_info,,"cast_info.person_id,<,2976455,cast_info.role_id,=,4",1804590
"title,cast_info",title.id=cast_info.movie_id,"cast_info.person_id,>,532709,cast_info.role_id,=,2",7450676
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,<,2010,movie_info.info_type_id,>,5",174667606
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,>,1,cast_info.role_id,=,1,movie_keyword.keyword_id,=,1258",759
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,<,3012",1831157
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,<,2005,cast_info.person_id,>,1084588,cast_info.role_id,=,1",2686944
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.production_year,<,1999,movie_info_idx.info_type_id,<,101",1302562
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,<,7,title.production_year,>,1999,movie_keyword.keyword_id,<,118264",1679074
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.kind_id,>,3,title.production_year,<,2012",1769781
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","cast_info.role_id,=,2,movie_keyword.keyword_id,>,518",30961382
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.production_year,>,1912,cast_info.person_id,<,954905,cast_info.role_id,=,5",172925
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,<,7,title.production_year,>,2009,movie_keyword.keyword_id,<,7876",199098
cast_info,,"cast_info.person_id,>,824888,cast_info.role_id,>,10",282207
title,,"title.kind_id,<,2,title.production_year,=,2005",15457
cast_info,,"cast_info.person_id,<,1936614,cast_info.role_id,=,1",12670688
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.production_year,<,2013,movie_companies.company_type_id,>,1,movie_info_idx.info_type_id,=,100",577042
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","title.production_year,<,1926,movie_keyword.keyword_id,>,242",822598
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.kind_id,<,7,title.production_year,>,1999,movie_info.info_type_id,=,94",415944
cast_info,,"cast_info.person_id,<,398145,cast_info.role_id,>,10",15337
cast_info,,"cast_info.person_id,>,3339637,cast_info.role_id,<,10",1286758
cast_info,,"cast_info.person_id,>,1396111,cast_info.role_id,=,4",1735296
cast_info,,"cast_info.person_id,>,1024229",25813066
"title,movie_info",title.id=movie_info.movie_id,"title.kind_id,=,7,title.production_year,=,2007,movie_info.info_type_id,>,7",146501
"title,cast_info,movie_info","title.id=cast_info.movie_id,title.id=movie_info.movie_id","title.kind_id,<,7,cast_info.person_id,>,1310834,cast_info.role_id,>,1,movie_info.info_type_id,>,107",3138004
"title,cast_info",title.id=cast_info.movie_id,"cast_info.person_id,=,138393,cast_info.role_id,>,1",55
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,<,2009,cast_info.person_id,<,1698909,cast_info.role_id,=,3",890426
title,,"title.production_year,=,1927",2915
"title,movie_info,movie_info_idx","title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,4,title.production_year,>,2009,movie_info.info_type_id,=,106",49441
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,movie_companies.company_type_id,<,2,movie_keyword.keyword_id,<,3863",390018
cast_info,,"cast_info.person_id,>,3778137",1447387
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","cast_info.person_id,<,1192173,cast_info.role_id,=,10",819074
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,>,28437",816876
"title,movie_companies",title.id=movie_companies.movie_id,"title.kind_id,<,7,title.production_year,<,1898",4023
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,=,7,title.production_year,>,1985,movie_keyword.keyword_id,=,26928",18
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","movie_keyword.keyword_id,<,2446",11656335
movie_companies,,"movie_companies.company_id,>,14423",1076170
"title,movie_info,movie_info_idx","title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id","title.kind_id,<,7,title.production_year,<,2003,movie_info_idx.info_type_id,<,101",7069954
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,=,81795",1
"title,movie_info_idx,movie_keyword","title.id=movie_info_idx.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,title.production_year,<,2002,movie_keyword.keyword_id,<,569",50949
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.production_year,>,2005,cast_info.person_id,>,975944,cast_info.role_id,>,1",8802053
"title,movie_companies,movie_info","title.id=movie_companies.movie_id,title.id=movie_info.movie_id","title.kind_id,=,1,title.production_year,=,1989,movie_info.info_type_id,<,5",55317
"title,movie_keyword",title.id=movie_keyword.movie_id,"movie_keyword.keyword_id,>,248",4212444
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","cast_info.person_id,<,2995080,cast_info.role_id,=,4,movie_info_idx.info_type_id,>,99",1289483
"title,cast_info",title.id=cast_info.movie_id,"title.production_year,<,1905",15983
cast_info,,"cast_info.person_id,<,2682622",25952568
"title,movie_info,movie_keyword","title.id=movie_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,7,movie_info.info_type_id,>,18",533155
"title,cast_info,movie_keyword","title.id=cast_info.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,1,cast_info.role_id,=,2,movie_keyword.keyword_id,<,1037",5695175
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.production_year,<,2013,movie_keyword.keyword_id,<,34313",3930856
cast_info,,"cast_info.person_id,<,908194,cast_info.role_id,=,8",419002
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.production_year,<,1983,movie_companies.company_type_id,>,1",420914
cast_info,,"cast_info.person_id,=,319358",50
"title,movie_companies,movie_info_idx","title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id","title.production_year,<,2010,movie_info_idx.info_type_id,<,101",2341918
movie_companies,,"movie_companies.company_id,=,83089",503
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","title.kind_id,=,3,movie_companies.company_type_id,<,2,movie_keyword.keyword_id,>,916",460216
movie_keyword,,"movie_keyword.keyword_id,<,25788",3796549
movie_companies,,"movie_companies.company_id,<,145,movie_companies.company_type_id,=,1",207422
"title,movie_companies,movie_keyword","title.id=movie_companies.movie_id,title.id=movie_keyword.movie_id","title.kind_id,<,7,movie_companies.company_id,>,17790,movie_keyword.keyword_id,<,4448",3703464
"title,movie_keyword",title.id=movie_keyword.movie_id,"title.kind_id,=,7,title.production_year,>,1965,movie_keyword.keyword_id,=,11829",248
"title,movie_companies",title.id=movie_companies.movie_id,"movie_companies.company_id,<,86616,movie_companies.company_type_id,<,2",1274246
"title,movie_info",title.id=movie_info.movie_id,"title.production_year,=,2007,movie_info.info_type_id,<,8",240216
"title,cast_info,movie_info_idx","title.id=cast_info.movie_id,title.id=movie_info_idx.movie_id","title.production_year,>,1986,cast_info.role_id,<,3",14930324
